if_score,lof_score,ae_score,ensemble_score
0.23949090346238472,0.053662863,0.06574296,0.16009631914394898
0.2585858059081386,0.048854504,0.17392044,0.20797979616836934
0.11986405371712905,0.038263083,0.032802705,0.08123248393521204
0.279360785222621,0.21995372,0.39838773,0.31507951160283304
0.474722625870208,0.21707307,0.1267585,0.3271702248675476
0.23874936355088916,0.1698802,0.0241593,0.15675592460099977
0.3291001502078245,0.16375265,0.07762673,0.2245497010271558
0.30879466531757643,0.07386607,0.30675927,0.28458941536840077
0.22231412979417975,0.09735367,0.08596167,0.16209472303688194
0.18468501950883381,0.1508866,0.1032636,0.15280768027723762
0.28305670693691987,0.08893472,0.03550402,0.1770010680342419
0.31215250214073653,0.12672976,0.008397979,0.18729614429931818
0.25267477119809745,0.13300379,0.0923167,0.18458234643355506
0.23976749267347203,0.19119844,0.048134066,0.16783888796858143
0.23294868471920402,0.088499084,0.033222586,0.1485995902641113
0.18091699645943018,0.1469583,0.049586546,0.13155546986872568
0.20246557283895827,0.032602735,0.1021694,0.150375627365447
0.29529738745588674,0.065162055,0.00376777,0.17024848818418123
0.2942668441760622,0.1615578,0.013654915,0.18278176375160074
0.3265236205523941,0.10368386,0.063991345,0.21235334812761875
0.27044917767880094,0.06921921,0.028061993,0.1654906657869692
0.19610247546814435,0.13883428,0.020870656,0.12904451958373592
0.28714579516968103,0.057154454,0.08409083,0.1930774230721249
0.4527782614111087,0.0971137,0.25488892,0.3479505348497182
0.21646546351683985,0.058467574,0.04418063,0.14036598326290717
0.33976231012769037,0.32055324,0.38675657,0.35428939706797524
0.20272270106692722,0.059775386,0.051404897,0.1354667386462866
0.29312603090664113,0.13236536,0.077924676,0.20172948995434445
0.2721251927880556,0.22311486,0.11897683,0.21362223333989191
0.4385034966653008,0.2550322,0.13518366,0.3139944275718908
0.2469657145380108,0.10753018,0.028579904,0.1565871268850089
0.1583440171993194,0.07871738,0.023385854,0.1031459966822495
0.28502380353137335,0.08737585,0.062654585,0.1874297813307093
0.3010375271963785,0.10639116,0.02809319,0.1860423730214676
0.32389409961136345,0.067562595,0.15309125,0.2384799525279074
0.12093954755578773,0.06168701,0.07019408,0.0972533805411844
0.48071909336922003,0.12772033,0.48723757,0.44770068477861674
0.2230134793627525,0.056136712,0.25630933,0.21797934599141733
0.2053259207624035,0.045602284,0.050022867,0.13499748871721928
0.39737534096746796,0.20575072,0.30655313,0.3464251010517283
0.15893908878417862,0.10155563,0.062452458,0.11943042269238462
0.3268215359442333,0.21603985,0.14475039,0.25201846255919286
0.3134787540206637,0.07081542,0.038810544,0.19307854680350717
0.2624510608698719,0.039727308,0.05319953,0.16694064992017413
0.3323023206834523,0.12454583,0.24809366,0.28205364380175774
0.3971530730960584,0.1445341,0.05705462,0.25285671727019543
0.5642845567124515,0.25504664,0.11744795,0.3769679526320682
0.308515879010291,0.106157556,0.05404902,0.1992166456429383
0.36202605177035696,0.18488799,0.052371692,0.23593322023738347
0.26472650658985497,0.124022305,0.043730993,0.17330765642767437
0.37130977006923294,0.0749685,0.17326057,0.27235842298784974
0.4786744556501978,0.11856429,0.20878796,0.34820316611940766
0.19348849287913705,0.1261469,0.090443514,0.15068859047897215
0.23115051048130447,0.12798733,0.13005842,0.18545196103723705
0.4859817644383224,0.15274662,0.20981924,0.3560013690947634
0.36492008796820097,0.23414792,0.3862705,0.35931551500975073
0.12970603492994354,0.049640693,0.02142526,0.0838012294761994
0.2037343858063502,0.20462094,0.07183189,0.15765716700346824
0.3822765676438853,0.10687309,0.1306127,0.26665386693358667
0.27448148774444475,0.12039198,0.39448693,0.3010744362303285
0.45257513066135635,0.13219628,0.27106196,0.35700763432434734
0.4811631912216845,0.2842638,0.046983413,0.3095103291992264
0.4218883035488855,0.18391608,0.03258923,0.2618364050213856
0.38861359585697436,0.17279515,0.11878913,0.2725931882724786
0.1656547855355507,0.0790331,0.06149445,0.12053650092929516
0.23865643231430003,0.11600241,0.08414024,0.17231036361155005
0.34550179208527043,0.19142962,0.028630223,0.21918952505653622
0.2362574553609385,0.07659583,0.17883092,0.20019200591283756
0.14222160892306224,0.07036218,0.008149137,0.0881103005981957
0.45721722784547203,0.13856927,0.12925687,0.31056630900601057
0.11236854680967417,0.053666733,0.028744942,0.07723010343164849
0.22642533294533046,0.08880995,0.042382825,0.14824891695574816
0.40803228877929865,0.21726145,0.06761234,0.2698082231940966
0.22761132762602904,0.111597046,0.061448544,0.15785292456720837
0.41920828667179066,0.15060686,0.041590653,0.26018197154792577
0.2872780575502457,0.13451591,0.025373006,0.18033507469114643
0.2132599507976875,0.09565987,0.08535682,0.15673384508640748
0.18061248526099932,0.06277518,0.07524629,0.13195058531009146
0.3996248805846123,0.16068728,0.116878584,0.2767699151365898
0.38996181010495373,0.08788025,0.2903403,0.32488612262517125
0.3007575112543773,0.0620088,0.18726832,0.23716142381894084
0.13839579742852282,0.04606759,0.031754285,0.09183844717280952
0.31191593749568686,0.15541415,0.07451035,0.21317380314106946
0.3153370562694421,0.20599024,0.10799581,0.23183293667197952
0.21162634086251988,0.11424242,0.031124098,0.13871216427934574
0.3011155016630386,0.2514887,0.05256849,0.2091613667036317
0.2518276938768768,0.08226741,0.03425109,0.15871985447256756
0.3364348754182391,0.1389973,0.37278804,0.32941473110936215
0.20552525930675913,0.066103,0.20361866,0.1909157244892436
0.2487122251241774,0.073610306,0.19370082,0.2119480385824694
0.42047925731608315,0.098289594,0.10332364,0.27725582531430304
0.15234203794170886,0.114079855,0.09852344,0.1296793080216965
0.26155910158552587,0.13096891,0.3668857,0.28536439384439416
